NU_ANO_CENSO;SG_UF;NO_MUNICIPIO;TP_DEPENDENCIA;QT_MAT_BAS;QT_DOC_BAS;IN_AGUA_FILTRADA;IN_BIBLIOTECA;IN_INTERNET;COLUNA_OBSOLETA
2023;CE;Campinas;3;1076;80;1;0;0;
2023;SP;Porto Alegre;3;680;93;1;1;0;
2023;BA;Belo Horizonte;2;1219;101;1;1;0;
2023;RS;Campinas;3;1040;54;1;1;1;
2023;RS;Salvador;3;730;69;1;0;1;
2023;CE;Campinas;4;613;93;1;0;1;
2023;RJ;São Paulo;3;;;1;1;0;
2023;RS;Salvador;4;1311;90;1;1;1;
2023;BA;Porto Alegre;4;1438;57;1;0;1;
2023;RJ;Porto Alegre;4;336;;1;;1;
2023;BA;Porto Alegre;4;;28;1;0;0;
2023;RJ;São Paulo;2;586;116;1;1;1;
2023;PE;Recife;3;188;5;1;1;0;
2023;BA;Belo Horizonte;3;1334;41;1;0;1;
2023;BA;Rio de Janeiro;2;1237;69;1;1;1;
2023;SP;Porto Alegre;2;466;;1;1;1;
2023;MG;Campinas;2;999;;1;;1;
2023;CE;São Paulo;4;401;83;0;0;1;
2023;SP;Rio de Janeiro;3;982;104;1;1;1;
2023;SP;Recife;3;1273;56;1;0;0;
2023;SP;São Paulo;3;694;118;0;0;1;
2023;PE;Belo Horizonte;4;811;41;0;0;0;
2023;SP;Belo Horizonte;3;220;28;1;1;1;
2023;CE;Porto Alegre;3;759;38;0;1;1;
2023;RJ;Salvador;2;;120;1;0;1;
2023;MG;São Paulo;3;942;;1;1;1;
2023;RS;Recife;3;451;14;1;1;0;
2023;BA;Campinas;2;;70;1;0;1;
2023;MG;Salvador;4;739;22;0;0;1;
2023;BA;Campinas;3;;12;1;0;0;
2023;RS;São Paulo;3;457;82;1;1;1;
2023;PE;Campinas;3;;;1;0;1;
2023;BA;Belo Horizonte;3;;68;1;1;0;
2023;PE;São Paulo;1;485;115;1;1;1;
2023;RS;Porto Alegre;1;566;111;1;;1;
2023;CE;Rio de Janeiro;2;;81;1;1;1;
2023;PE;Porto Alegre;3;988;98;1;1;0;
2023;MG;Porto Alegre;3;894;21;1;0;0;
2023;BA;Rio de Janeiro;1;1192;41;1;1;1;
2023;PE;Salvador;2;1067;120;1;1;1;
2023;MG;Recife;1;672;;1;1;1;
2023;CE;Campinas;1;1044;62;1;1;1;
2023;RJ;Belo Horizonte;4;;65;0;1;1;
2023;SP;Belo Horizonte;2;;29;0;1;0;
2023;PE;Rio de Janeiro;1;316;40;1;0;1;
2023;CE;Belo Horizonte;2;787;37;1;;1;
2023;PE;Rio de Janeiro;4;1300;94;1;0;1;
2023;MG;Porto Alegre;3;626;52;1;0;0;
2023;SP;Belo Horizonte;3;536;;0;0;1;
2023;PE;Belo Horizonte;1;642;20;0;1;1;
2023;PE;Belo Horizonte;1;612;83;0;1;0;
2023;MG;Salvador;1;;56;1;0;1;
2023;PE;Belo Horizonte;3;1148;22;1;0;1;
2023;BA;Rio de Janeiro;2;1105;85;1;1;1;
2023;MG;São Paulo;3;1060;;1;1;1;
2023;CE;Rio de Janeiro;4;;50;1;0;1;
2023;BA;Belo Horizonte;2;89;81;1;1;1;
2023;RS;São Paulo;2;1342;5;1;1;1;
2023;CE;Belo Horizonte;2;;97;1;1;0;
2023;CE;Rio de Janeiro;2;;111;1;0;1;
2023;RS;Rio de Janeiro;2;;;1;0;1;
2023;PE;Recife;2;1182;86;0;1;1;
2023;CE;Belo Horizonte;2;1073;;1;;1;
2023;RJ;Rio de Janeiro;3;1187;69;1;1;1;
2023;PE;Porto Alegre;1;1424;111;1;;1;
2023;MG;Recife;3;;53;1;0;0;
2023;PE;Campinas;2;106;48;0;1;1;
2023;RJ;Belo Horizonte;4;1385;11;1;1;0;
2023;PE;Recife;4;141;;1;1;0;
2023;MG;Recife;3;127;;1;;1;
2023;RS;Rio de Janeiro;2;428;89;1;0;1;
2023;RJ;Campinas;4;347;5;1;1;1;
2023;RJ;Porto Alegre;4;235;;1;1;1;
2023;SP;Porto Alegre;3;;72;1;1;0;
2023;SP;Belo Horizonte;3;1167;103;0;1;0;
2023;CE;São Paulo;2;1203;84;1;1;1;
2023;CE;Recife;2;305;94;1;0;1;
2023;SP;Recife;3;;60;1;0;1;
2023;RJ;São Paulo;3;923;13;1;0;0;
2023;BA;Salvador;3;1420;86;1;1;0;
2023;RS;Rio de Janeiro;4;;116;0;1;0;
2023;PE;Recife;4;1097;96;1;0;1;
2023;CE;Campinas;3;451;29;1;0;1;
2023;RS;Belo Horizonte;3;467;22;1;0;0;
2023;MG;Belo Horizonte;1;552;43;0;1;0;
2023;SP;Campinas;2;1368;96;1;1;0;
2023;RS;Porto Alegre;2;544;97;1;0;1;
2023;BA;Campinas;3;;105;1;1;0;
2023;RS;São Paulo;2;1216;113;1;0;1;
2023;BA;Campinas;3;;110;1;1;0;
2023;SP;Rio de Janeiro;2;145;72;1;1;1;
2023;RJ;Campinas;2;;60;1;0;1;
2023;MG;Porto Alegre;2;;62;1;;1;
2023;RS;Belo Horizonte;2;1004;68;1;1;0;
2023;BA;São Paulo;2;940;22;1;0;1;
2023;RS;Rio de Janeiro;2;;70;1;0;1;
2023;RJ;Recife;3;419;71;1;1;0;
2023;RJ;Salvador;3;923;40;1;1;1;
2023;CE;Porto Alegre;3;;25;1;0;0;
2023;MG;Porto Alegre;2;672;20;1;1;0;
2023;RJ;Campinas;2;1337;42;0;1;0;
2023;SP;Salvador;2;1187;24;1;0;1;
2023;MG;Rio de Janeiro;2;597;93;0;0;0;
2023;RS;Belo Horizonte;2;1459;13;0;1;1;
2023;BA;Belo Horizonte;2;910;100;0;0;1;
2023;MG;Rio de Janeiro;4;;;1;0;1;
2023;RJ;Campinas;4;1436;85;1;0;0;
2023;CE;Recife;4;;;1;1;1;
2023;SP;Salvador;2;1197;114;1;1;1;
2023;RS;Recife;2;829;71;1;0;1;
2023;RS;São Paulo;2;248;36;0;0;1;
2023;RS;Campinas;2;;;1;0;0;
2023;PE;Rio de Janeiro;4;258;7467;0;1;1;
2023;MG;Rio de Janeiro;2;593;114;1;0;0;
2023;SP;Rio de Janeiro;3;1090;19;1;0;1;
2023;SP;Recife;2;337;10;1;1;1;
2023;BA;Porto Alegre;1;465;;1;1;1;
2023;BA;Belo Horizonte;3;1298;22;1;1;0;
2023;CE;Salvador;3;933;62;1;0;1;
2023;PE;Campinas;2;1229;30;1;1;1;
2023;PE;Recife;3;113;103;1;1;1;
2023;MG;São Paulo;2;;68;1;0;0;
2023;RJ;Salvador;2;911;92;1;1;0;
2023;CE;São Paulo;3;477;65;0;1;1;
2023;SP;Belo Horizonte;3;;56;0;1;0;
2023;CE;Rio de Janeiro;1;;37;1;1;1;
2023;BA;Campinas;2;1174;40;1;1;0;
2023;RJ;Campinas;3;548;13;1;0;1;
2023;MG;Salvador;2;;61;1;0;0;
2023;SP;Belo Horizonte;3;;;1;1;1;
2023;CE;Belo Horizonte;4;134;17;1;0;0;
2023;RJ;Porto Alegre;3;162;59;1;1;1;
2023;MG;Recife;1;727;117;1;1;1;
2023;BA;Rio de Janeiro;3;;97;1;1;1;
2023;MG;Belo Horizonte;3;951;;1;1;1;
2023;SP;Recife;2;;51;0;0;1;
2023;SP;Belo Horizonte;2;;94;0;0;1;
2023;BA;Salvador;2;;101;0;1;1;
2023;RJ;Salvador;4;431;28;1;0;0;
2023;CE;Campinas;3;550;13;0;1;0;
2023;RS;Belo Horizonte;2;1084;90;0;0;1;
2023;BA;Campinas;3;757;98;1;0;1;
2023;PE;São Paulo;2;905;71;1;1;1;
2023;RJ;Salvador;1;395;38;0;1;1;
2023;CE;Rio de Janeiro;4;;84;0;1;0;
2023;PE;São Paulo;4;831;103;1;0;1;
2023;CE;Porto Alegre;2;1144;96;0;0;0;
2023;CE;Porto Alegre;1;828;72;0;0;1;
2023;SP;São Paulo;2;627;111;1;0;1;
2023;SP;São Paulo;2;596;;1;1;1;
2023;RJ;Salvador;4;;68;1;0;1;
2023;RJ;Campinas;2;66;;0;;1;
2023;RJ;Porto Alegre;3;1390;;0;1;0;
2023;PE;Salvador;2;1088;71;1;0;1;
2023;SP;Belo Horizonte;2;74;38;0;1;1;
2023;SP;São Paulo;1;1159;100;1;0;0;
2023;RJ;Belo Horizonte;2;622;67;1;1;1;
2023;RJ;Recife;3;1356;55;1;1;1;
2023;PE;Porto Alegre;4;281;92;1;1;0;
2023;SP;Campinas;3;1437;78;0;0;1;
2023;CE;Campinas;4;1197;49;1;0;1;
2023;SP;São Paulo;2;1060;83;1;1;1;
2023;RS;São Paulo;2;127;43;1;1;1;
2023;PE;Belo Horizonte;2;458;60;1;1;1;
2023;PE;Salvador;3;771;10;0;0;1;
2023;CE;Recife;1;448;68;0;0;1;
2023;PE;Campinas;3;346;13;1;0;0;
2023;BA;Recife;1;785;33;1;1;0;
2023;PE;Rio de Janeiro;4;;71;1;1;1;
2023;PE;São Paulo;4;;46;0;1;0;
2023;SP;Recife;2;519;40;1;1;1;
2023;MG;Recife;2;;44;1;1;1;
2023;RJ;Recife;2;;;1;;1;
2023;BA;Recife;2;523;39;1;0;0;
2023;SP;Salvador;2;632;32;1;1;1;
2023;PE;Campinas;2;1192;42;1;0;1;
2023;SP;Belo Horizonte;4;1201;75;1;;1;
2023;PE;São Paulo;3;;64;1;1;1;
2023;BA;Rio de Janeiro;3;1030;6268;1;1;1;
2023;PE;Belo Horizonte;4;1375;38;1;0;1;
2023;CE;Salvador;2;;31;1;0;0;
2023;RJ;Salvador;1;818;63;1;0;1;
2023;CE;Porto Alegre;2;185;53;1;1;0;
2023;PE;Salvador;2;457;104;0;;1;
2023;RJ;Belo Horizonte;2;1157;29;1;1;1;
2023;SP;Belo Horizonte;3;385;38;1;1;0;
2023;PE;Campinas;3;1445;39;1;1;1;
2023;RJ;Porto Alegre;4;1465;45;0;0;1;
2023;CE;Rio de Janeiro;4;1254;;1;0;1;
2023;CE;Belo Horizonte;2;906;31;1;1;1;
2023;BA;Belo Horizonte;3;885;83;1;0;1;
2023;SP;Belo Horizonte;2;382;48;1;1;1;
2023;SP;São Paulo;2;;107;1;0;1;
2023;RJ;Porto Alegre;3;;48;0;1;1;
2023;MG;São Paulo;4;1045;120;1;1;0;
2023;PE;São Paulo;4;1379;19;1;1;1;
2023;PE;Recife;1;1271;;1;0;1;
2023;SP;Porto Alegre;2;;88;0;1;1;
2023;BA;Rio de Janeiro;3;1299;45;1;1;1;
2023;RJ;Belo Horizonte;4;576;26;1;1;1;
2023;RS;Campinas;4;783;97;1;1;1;
2023;BA;Belo Horizonte;3;;;0;0;0;
2023;SP;Rio de Janeiro;2;707;95;1;1;1;
2023;PE;São Paulo;4;80;41;1;1;1;
2023;CE;Recife;2;384;60;1;0;0;
2023;BA;Belo Horizonte;3;863;82;0;0;1;
2023;SP;Salvador;2;1258;49;1;1;1;
2023;PE;Recife;4;;;0;1;1;
2023;PE;Belo Horizonte;1;;;1;1;1;
2023;SP;São Paulo;4;502;30;0;1;1;
2023;PE;Rio de Janeiro;2;;112;1;0;1;
2023;SP;Recife;2;268;46;1;0;1;
2023;BA;Salvador;3;768;18;1;0;1;
2023;SP;Rio de Janeiro;1;877;71;0;;0;
2023;RS;São Paulo;4;;93;0;1;1;
2023;RS;Rio de Janeiro;4;146;44;1;1;0;
2023;CE;Recife;3;227;26;1;1;1;
2023;RJ;São Paulo;2;1025;;1;0;1;
2023;PE;Rio de Janeiro;3;;89;1;0;0;
2023;PE;Salvador;3;1288;18;1;1;1;
2023;BA;Campinas;3;;91;1;1;0;
2023;SP;Recife;2;560;;1;1;1;
2023;BA;Salvador;4;198;95;1;0;1;
2023;BA;Rio de Janeiro;2;118;;0;;0;
2023;SP;Rio de Janeiro;3;500;81;1;1;1;
2023;RJ;Recife;4;606;;1;1;1;
2023;BA;São Paulo;3;1106;38;1;1;0;
2023;PE;Salvador;2;1208;38;0;1;1;
2023;CE;Recife;3;1344;41;1;0;1;
2023;CE;Campinas;1;;93;1;1;0;
2023;MG;Rio de Janeiro;2;930;28;1;0;1;
2023;PE;Belo Horizonte;3;;82;1;1;1;
2023;BA;Belo Horizonte;1;805;6166;1;1;1;
2023;CE;Rio de Janeiro;4;468;104;1;1;0;
2023;CE;São Paulo;3;1084;;1;1;0;
2023;PE;Salvador;3;921;;1;1;1;
2023;BA;Recife;1;456;;1;1;1;
2023;MG;Recife;3;1186;30;1;1;1;
2023;MG;Rio de Janeiro;2;;44;1;;1;
2023;RJ;Recife;3;738;56;1;;0;
2023;CE;Recife;4;1190;17;1;0;0;
2023;BA;Rio de Janeiro;1;;31;1;0;0;
2023;SP;Belo Horizonte;1;179;;1;1;1;
2023;MG;Porto Alegre;4;627;113;0;1;1;
2023;MG;Salvador;2;272;86;1;0;1;
2023;CE;São Paulo;4;131;86;1;0;0;
2023;SP;Recife;3;;68;1;1;0;
2023;SP;Rio de Janeiro;3;;113;1;0;0;
2023;BA;São Paulo;4;309;59;1;0;1;
2023;SP;Salvador;3;;71;1;1;1;
2023;CE;Campinas;3;1367;28;1;1;1;
2023;BA;Campinas;3;505;109;1;0;1;
2023;SP;São Paulo;4;1231;;1;1;1;
2023;BA;Rio de Janeiro;3;677;76;1;1;1;
2023;RS;Belo Horizonte;1;;107;1;1;0;
2023;PE;Rio de Janeiro;1;;89;0;1;1;
2023;RJ;Campinas;2;1166;99;1;0;1;
2023;MG;Salvador;3;685;94;0;1;1;
2023;SP;Campinas;3;;21;1;0;1;
2023;CE;Recife;2;;115;1;1;1;
2023;RS;Salvador;2;370;;1;;1;
2023;SP;Porto Alegre;2;1471;40;0;1;1;
2023;RJ;Salvador;3;;75;1;1;1;
2023;CE;Belo Horizonte;4;1328;110;1;0;1;
2023;BA;Campinas;2;163;109;0;1;0;
2023;RS;Belo Horizonte;4;654;;1;1;1;
2023;BA;Belo Horizonte;2;1073;117;1;1;1;
2023;MG;Porto Alegre;1;759;65;0;1;1;
2023;CE;Belo Horizonte;3;51;5;1;1;0;
2023;SP;Recife;4;582;;1;0;1;
2023;PE;Salvador;3;1444;41;1;0;1;
2023;BA;Salvador;2;103;23;0;0;0;
2023;RS;Recife;4;175;107;0;1;1;
2023;SP;Belo Horizonte;2;587;16;1;1;0;
2023;PE;Porto Alegre;2;120;95;1;0;1;
2023;RS;Campinas;2;965;41;1;1;1;
2023;MG;Rio de Janeiro;2;;20;0;0;1;
2023;CE;Porto Alegre;2;1305;73;1;1;0;
2023;CE;Porto Alegre;2;1455;119;0;1;1;
2023;MG;Porto Alegre;3;226;85;1;1;0;
2023;BA;Recife;2;;22;0;0;1;
2023;RJ;Recife;2;385;93;1;1;1;
2023;BA;Campinas;4;536;49;1;1;0;
2023;MG;Salvador;2;;28;1;1;1;
2023;BA;Campinas;3;619;;1;0;1;
2023;BA;Porto Alegre;4;;92;0;1;1;
2023;RJ;Salvador;2;1001;95;1;;1;
2023;MG;Salvador;2;591;107;1;0;1;
2023;PE;Rio de Janeiro;3;1286;31;1;0;0;
2023;MG;São Paulo;2;1150;38;1;1;0;
2023;MG;Campinas;2;1459;38;1;0;1;
2023;PE;Campinas;3;;105;1;0;1;
2023;RS;Porto Alegre;4;151;114;0;1;1;
2023;CE;São Paulo;2;624;101;1;0;0;
2023;RS;Porto Alegre;3;60;;0;1;1;
2023;PE;Campinas;2;1472;120;1;1;0;
2023;RJ;Porto Alegre;2;822;30;1;1;1;
2023;CE;Porto Alegre;4;406;61;1;0;1;
2023;MG;Porto Alegre;2;1201;;1;1;0;
2023;CE;Porto Alegre;3;1375;21;1;0;1;
2023;RS;Recife;3;1133;;1;1;0;
2023;PE;Recife;3;1117;;1;0;0;
2023;SP;Recife;3;760;;0;1;1;
2023;MG;Rio de Janeiro;3;1108;28;1;0;0;
2023;RJ;Campinas;2;329;92;0;1;1;
2023;RJ;São Paulo;1;387;59;1;0;1;
2023;CE;Recife;2;1294;12;1;;1;
2023;CE;Belo Horizonte;3;787;13;1;0;0;
2023;SP;Porto Alegre;4;755;87;1;1;1;
2023;RS;Rio de Janeiro;4;708;;0;1;0;
2023;CE;Belo Horizonte;3;;78;1;1;1;
2023;PE;Porto Alegre;4;939;89;1;0;1;
2023;RS;São Paulo;2;908;41;1;1;1;
2023;RS;Rio de Janeiro;1;;53;1;0;0;
2023;SP;Salvador;4;471;102;0;0;0;
2023;MG;Belo Horizonte;2;;55;1;1;1;
2023;RJ;Salvador;2;1167;;1;0;1;
2023;RS;Porto Alegre;3;750;51;1;1;1;
2023;PE;Recife;2;;13;1;1;1;
2023;RS;Belo Horizonte;4;501;7;1;0;0;
2023;PE;Belo Horizonte;2;236;75;0;0;0;
2023;CE;Belo Horizonte;2;;73;1;;1;
2023;PE;Recife;4;712;40;1;0;1;
2023;RJ;Salvador;4;;50;1;1;1;
2023;RJ;Salvador;1;;9415;1;0;0;
2023;SP;Recife;4;147;101;1;1;1;
2023;MG;Rio de Janeiro;3;599;;1;1;0;
2023;PE;Recife;1;1414;28;1;1;1;
2023;CE;Porto Alegre;4;108;97;1;1;1;
2023;PE;Porto Alegre;2;;120;1;1;1;
2023;RJ;São Paulo;3;;;1;1;1;
2023;RJ;Rio de Janeiro;3;603;37;1;1;0;
2023;MG;Belo Horizonte;2;;;1;1;1;
2023;RS;Recife;2;538;101;1;1;1;
2023;MG;Rio de Janeiro;1;121;17;1;1;1;
2023;PE;Campinas;3;1044;61;1;0;1;
2023;MG;Belo Horizonte;2;787;;1;0;1;
2023;CE;Campinas;2;1053;10;0;1;1;
2023;SP;Campinas;3;;19;0;1;1;
2023;PE;Rio de Janeiro;1;;38;0;1;0;
2023;MG;Salvador;4;384;57;0;0;1;
2023;RJ;Rio de Janeiro;4;879;55;0;0;1;
2023;PE;Recife;2;498;30;1;0;1;
2023;RJ;Porto Alegre;3;1450;73;1;0;1;
2023;PE;Rio de Janeiro;3;580;59;1;1;1;
2023;RS;Porto Alegre;4;1380;27;0;1;1;
2023;BA;Recife;1;;42;1;1;1;
2023;SP;Porto Alegre;3;1161;113;1;1;1;
2023;RS;Belo Horizonte;2;1363;;1;1;0;
2023;BA;Belo Horizonte;3;1487;;1;;0;
2023;CE;Belo Horizonte;2;;95;0;0;1;
2023;CE;Belo Horizonte;4;669;;1;1;1;
2023;MG;Porto Alegre;1;502;49;1;0;1;
2023;RS;São Paulo;2;894;32;1;0;1;
2023;CE;Salvador;3;406;93;1;0;1;
2023;SP;São Paulo;3;510;;1;;1;
2023;RS;Salvador;2;295;53;0;1;1;
2023;RS;São Paulo;4;;78;1;1;1;
2023;RJ;Belo Horizonte;4;1006;29;1;1;1;
2023;SP;Salvador;2;748;53;1;1;1;
2023;CE;Salvador;4;278;97;1;1;0;
2023;RJ;Recife;4;;;1;1;1;
2023;CE;Rio de Janeiro;3;794;50;0;0;1;
2023;BA;Campinas;1;;98;0;0;1;
2023;SP;Campinas;1;207;57;1;1;1;
2023;RS;São Paulo;4;;17;0;0;1;
2023;BA;São Paulo;3;86;55;1;0;0;
2023;RS;São Paulo;2;510;78;0;1;1;
2023;RS;Rio de Janeiro;4;490;36;1;0;1;
2023;CE;Recife;3;1222;19;1;0;1;
2023;MG;Porto Alegre;2;341;93;0;0;1;
2023;SP;São Paulo;2;;106;1;0;0;
2023;RJ;São Paulo;3;;48;1;1;1;
2023;MG;Rio de Janeiro;1;;38;1;1;1;
2023;CE;Recife;2;503;;1;1;1;
2023;SP;Rio de Janeiro;4;492;107;1;1;0;
2023;BA;Recife;3;1149;29;1;1;1;
2023;SP;Campinas;2;1384;;1;0;1;
2023;RS;São Paulo;1;995;11;1;0;1;
2023;RS;Belo Horizonte;3;1152;32;1;0;0;
2023;SP;Salvador;2;174;19;1;1;1;
2023;MG;Rio de Janeiro;4;1406;104;0;1;1;
2023;BA;Recife;2;1248;100;1;1;1;
2023;PE;Salvador;3;612;120;1;0;0;
2023;MG;Campinas;1;776;52;0;0;0;
2023;RS;Porto Alegre;4;365;104;0;1;0;
2023;CE;Campinas;3;133;109;1;0;1;
2023;PE;Salvador;3;1033;99;1;0;1;
2023;SP;Porto Alegre;2;446;30;1;0;1;
2023;BA;Recife;3;960;116;1;0;1;
2023;RJ;Rio de Janeiro;3;644;48;0;1;1;
2023;PE;Campinas;1;942;84;1;1;1;
2023;RJ;São Paulo;2;1078;54;1;0;1;
2023;RS;Belo Horizonte;4;909;58;0;0;1;
2023;MG;Campinas;2;1142;;0;0;1;
2023;MG;Belo Horizonte;3;426;71;1;1;1;
2023;RS;São Paulo;4;684;77;1;0;0;
2023;BA;Porto Alegre;2;745;115;0;1;1;
2023;PE;Porto Alegre;2;50;43;1;;1;
2023;RS;Porto Alegre;2;230;20;1;1;1;
2023;RS;Porto Alegre;2;;;1;;1;
2023;BA;Campinas;1;261;120;1;1;0;
2023;PE;Campinas;2;;63;1;0;1;
2023;MG;Recife;1;;14;1;0;1;
2023;PE;Rio de Janeiro;2;618;;0;;1;
2023;MG;Belo Horizonte;1;1425;21;1;1;1;
2023;PE;Campinas;3;;118;1;0;1;
2023;BA;Campinas;2;793;43;1;1;0;
2023;BA;Campinas;3;255;109;1;1;0;
2023;RS;São Paulo;2;1112;23;1;1;0;
2023;CE;Porto Alegre;3;128;46;0;1;0;
2023;RJ;Rio de Janeiro;2;805;90;0;0;1;
2023;RS;Belo Horizonte;4;723;89;1;0;1;
2023;BA;São Paulo;2;1246;73;1;1;1;
2023;PE;Recife;3;262;;0;0;1;
2023;CE;Belo Horizonte;2;942;100;1;1;0;
2023;PE;Porto Alegre;3;133;6;1;0;1;
2023;BA;São Paulo;4;283;49;1;0;1;
2023;SP;Salvador;3;;11;0;0;1;
2023;CE;Campinas;3;594;99;1;1;0;
2023;RS;Belo Horizonte;2;1217;;1;1;0;
2023;SP;Rio de Janeiro;2;866;87;1;1;0;
2023;SP;Recife;4;1309;115;1;1;1;
2023;MG;Rio de Janeiro;3;1431;13;1;1;1;
2023;CE;São Paulo;2;65;38;1;;1;
2023;PE;Porto Alegre;3;;;1;1;1;
2023;CE;Recife;2;1258;118;0;1;1;
2023;CE;São Paulo;3;;;1;0;1;
2023;BA;Campinas;3;755;28;1;1;0;
2023;PE;São Paulo;2;1415;8;1;1;1;
2023;RJ;Salvador;2;443;38;1;1;1;
2023;CE;Rio de Janeiro;3;530;110;1;0;0;
2023;RS;São Paulo;4;1452;103;1;0;1;
2023;CE;Salvador;3;1464;115;1;0;1;
2023;CE;Belo Horizonte;2;311;26;1;1;0;
2023;BA;Porto Alegre;3;;109;1;1;0;
2023;CE;Porto Alegre;2;989;76;0;1;1;
2023;RJ;Campinas;2;;35;1;0;0;
2023;PE;Rio de Janeiro;3;472;105;0;0;0;
2023;RJ;Salvador;4;447;32;0;0;1;
2023;SP;Salvador;4;313;86;1;0;0;
2023;BA;Campinas;1;1082;115;1;1;0;
2023;RS;Porto Alegre;3;867;70;1;1;0;
2023;BA;Salvador;3;318;115;1;1;1;
2023;RJ;Salvador;4;925;73;1;1;0;
2023;CE;Recife;3;;;1;1;1;
2023;SP;Belo Horizonte;2;;;1;0;1;
2023;SP;Porto Alegre;2;809;67;1;1;1;
2023;RJ;São Paulo;1;1345;45;1;0;1;
2023;BA;Recife;2;1251;26;1;1;1;
2023;PE;São Paulo;3;1431;;1;1;1;
2023;RS;Belo Horizonte;2;551;79;0;1;0;
2023;MG;Belo Horizonte;2;1057;101;1;1;1;
2023;RJ;Rio de Janeiro;3;;35;1;1;1;
2023;RS;São Paulo;2;1077;31;1;0;1;
2023;BA;Rio de Janeiro;4;857;52;1;1;1;
2023;RS;Salvador;2;;;1;0;0;
2023;SP;Porto Alegre;2;377;110;1;0;1;
2023;RJ;Recife;4;;97;1;1;1;
2023;MG;Belo Horizonte;3;379;65;1;1;1;
2023;CE;Salvador;4;1405;35;0;0;1;
2023;BA;Porto Alegre;2;978;56;1;1;1;
2023;BA;São Paulo;4;651;;1;0;0;
2023;SP;Belo Horizonte;3;1431;65;1;1;1;
2023;RS;Campinas;2;799;69;0;1;1;
2023;BA;Belo Horizonte;2;939;68;1;1;1;
2023;PE;Campinas;4;;26;1;0;1;
2023;PE;Campinas;2;617;40;1;0;1;
2023;BA;Rio de Janeiro;3;735;27;1;1;1;
2023;PE;Rio de Janeiro;2;;90;1;1;1;
2023;SP;Rio de Janeiro;4;999;87;1;0;0;
2023;MG;São Paulo;2;875;41;1;0;0;
2023;CE;Belo Horizonte;2;144;67;1;1;0;
2023;BA;Porto Alegre;2;1115;57;1;1;0;
2023;MG;Belo Horizonte;1;;29;1;1;1;
2023;PE;São Paulo;3;;61;1;1;1;
2023;RS;Recife;3;;22;1;1;0;
2023;MG;Recife;2;1460;70;1;0;1;
2023;RJ;São Paulo;2;1052;104;1;1;1;
2023;BA;Salvador;3;1182;80;1;;0;
2023;CE;Campinas;4;198;111;0;;1;
2023;SP;Campinas;4;564;;1;0;1;
2023;SP;Salvador;4;;116;1;0;1;
2023;BA;Belo Horizonte;3;357;73;1;1;1;
2023;BA;Porto Alegre;1;782;9307;0;0;1;
2023;CE;Belo Horizonte;2;1095;80;1;1;1;
2023;SP;Porto Alegre;3;899;116;0;0;1;
2023;PE;São Paulo;3;1398;95;1;;1;
2023;CE;Salvador;3;123;103;1;1;0;
2023;BA;Porto Alegre;2;;67;1;1;1;
2023;SP;Campinas;3;93;55;1;1;1;
2023;RS;São Paulo;2;504;75;1;0;0;
2023;SP;São Paulo;2;833;;1;1;0;
2023;BA;Porto Alegre;2;;39;1;1;0;
2023;MG;Campinas;2;379;79;0;1;1;
2023;RJ;Porto Alegre;2;;;1;1;1;
2023;SP;São Paulo;2;;43;1;0;1;
2023;SP;Rio de Janeiro;2;;29;1;1;1;
2023;PE;Campinas;3;;114;1;1;0;
2023;SP;Recife;3;;81;1;1;1;
2023;MG;Salvador;3;497;100;1;1;0;
2023;RS;Campinas;3;800;87;1;1;1;
2023;RJ;Rio de Janeiro;2;581;53;1;1;1;
2023;BA;Belo Horizonte;3;;29;1;1;0;
2023;BA;São Paulo;3;668;26;1;1;0;
2023;SP;Porto Alegre;2;576;66;1;1;0;
2023;RJ;Recife;4;;39;0;1;0;
2023;SP;Porto Alegre;2;1129;77;1;1;0;
2023;SP;Belo Horizonte;2;871;;0;1;1;
2023;PE;São Paulo;1;886;83;0;1;0;
2023;CE;Porto Alegre;2;256;86;1;1;1;
2023;RJ;Recife;2;1438;102;1;1;0;
2023;MG;São Paulo;2;;15;1;1;1;
2023;RS;São Paulo;2;289;112;0;1;1;
2023;CE;Belo Horizonte;3;559;;1;1;1;
2023;MG;Recife;1;1168;;1;0;1;
2023;RJ;Belo Horizonte;4;728;25;1;0;0;
2023;MG;Salvador;3;130;;1;1;0;
2023;BA;Belo Horizonte;2;305;103;1;0;1;
2023;SP;Salvador;3;791;56;1;1;1;
2023;RS;Rio de Janeiro;3;692;102;1;1;1;
2023;CE;Recife;2;770;;1;1;1;
2023;CE;Campinas;2;303;11;1;1;1;
2023;CE;Rio de Janeiro;2;516;6040;1;0;0;
2023;CE;Campinas;3;1053;;1;0;1;
2023;PE;Belo Horizonte;2;;44;1;0;1;
2023;PE;Porto Alegre;3;;106;1;1;1;
2023;SP;Porto Alegre;4;;103;1;0;1;
2023;BA;Campinas;3;166;108;1;1;1;
2023;BA;Recife;2;;77;1;0;1;
2023;PE;Porto Alegre;2;;39;1;1;1;
2023;MG;Recife;2;72;103;1;1;0;
2023;MG;São Paulo;2;786;13;0;0;0;
2023;BA;Recife;3;403;13;1;0;1;
2023;SP;Salvador;3;399;89;1;;1;
2023;BA;São Paulo;2;;34;0;0;0;
2023;RJ;Rio de Janeiro;4;1034;;1;1;1;
2023;BA;Belo Horizonte;2;;40;1;1;1;
2023;BA;Campinas;2;760;;1;1;1;
