A,B,C,D,E
9,47,68,63,25
89,94,43,30,17
1,15,31,40,80
71,82,32,87,36
90,56,78,17,77
70,17,77,86,95
30,39,62,54,43
80,93,93,32,13
97,39,29,31,25
18,57,60,62,39
36,0,65,58,79
75,62,83,96,24
3,82,45,47,53
98,41,97,21,13
63,39,91,75,6
67,6,12,56,37
48,20,62,53,88
67,18,82,55,46
84,55,51,38,48
5,58,96,92,3
61,78,86,50,5
0,15,50,30,31
98,67,14,16,83
54,3,58,94,99
56,86,15,73,38
59,24,34,56,92
100,66,56,42,48
10,63,23,60,72
2,78,10,65,28
74,99,60,37,29
53,88,3,2,58
99,6,16,38,2
80,61,98,12,69
53,85,25,98,16
49,65,7,1,20
40,88,8,73,97
21,11,10,30,77
37,15,29,31,64
87,24,36,33,8
6,24,100,58,38
31,0,37,17,69
23,46,22,82,91
100,42,73,58,40
44,54,30,59,25
40,29,77,36,52
64,28,69,63,78
48,63,47,90,76
31,32,18,61,94
34,56,94,27,90
65,46,64,74,57
7,92,99,100,28
96,49,89,40,12
66,53,53,100,55
87,79,56,57,45
77,31,94,50,30
20,75,70,67,56
42,12,72,37,20
3,70,2,27,2
1,43,68,45,17
39,36,70,60,17
58,100,96,44,23
13,67,28,18,51
6,37,61,73,21
67,39,70,66,70
25,20,44,65,26
64,70,18,89,76
34,3,10,7,96
22,36,73,85,2
16,96,56,73,15
95,52,62,65,71
74,73,65,77,0
15,7,74,85,52
78,36,47,24,43
15,18,16,91,34
13,31,98,14,4
43,5,8,61,66
16,74,15,16,90
80,65,81,86,49
37,20,18,29,57
40,96,67,33,91
79,12,50,62,26
82,20,100,53,12
41,1,46,0,71
64,32,65,97,9
58,3,34,9,60
46,93,58,91,30
93,4,33,6,84
46,85,60,24,67
4,87,62,1,42
24,73,71,62,12
70,84,58,35,90
20,30,48,22,57
69,58,93,57,92
20,89,9,21,93
71,75,5,97,31
34,84,12,71,1
19,69,12,39,17
62,51,50,7,88
42,39,49,47,74
38,91,13,34,60
75,95,50,14,98
14,63,98,88,9
36,50,8,76,5
50,60,96,0,86
74,92,6,39,30
87,46,55,32,65
96,6,22,46,60
23,57,85,82,8
10,70,88,98,57
5,56,63,29,30
97,83,52,60,94
8,90,13,96,80
52,46,43,28,54
33,97,24,32,92
64,15,67,29,68
98,70,52,43,84
67,6,7,86,46
9,50,75,54,26
97,19,96,1,81
96,92,16,8,95
28,48,74,12,37
18,10,13,86,15
53,59,60,13,70
69,17,9,22,87
61,45,29,11,11
54,35,85,15,6
8,94,59,70,61
45,2,14,33,29
59,14,62,2,8
44,93,82,80,57
87,24,77,18,2
47,62,50,97,54
30,30,45,77,29
38,8,56,12,77
67,55,11,12,74
31,60,72,57,88
89,51,71,64,85
59,28,37,51,53
37,59,82,32,18
16,99,25,60,24
14,79,82,60,26
3,66,1,25,8
11,86,26,89,21
78,16,79,58,32
21,38,28,95,24
3,15,70,75,24
16,3,40,10,28
7,20,48,23,17
7,62,53,8,100
55,84,47,71,47
19,71,93,28,88
28,26,39,34,84
48,81,95,37,50
1,87,63,49,76
73,100,29,65,91
13,41,54,86,42
70,47,39,4,35
62,38,11,47,20
62,69,91,65,6
18,88,27,63,61
9,98,49,64,88
16,54,54,51,95
11,79,25,88,89
12,38,62,95,22
93,83,82,84,5
22,86,32,7,88
9,92,92,49,82
52,11,82,4,43
10,71,52,19,60
84,74,89,87,6
68,81,60,76,81
81,3,4,60,33
47,19,30,20,58
99,99,58,10,23
56,76,53,8,26
11,59,62,10,52
50,42,58,84,48
45,88,3,77,23
40,56,69,93,68
81,89,65,22,24
3,67,54,100,65
76,65,6,90,70
59,85,33,40,34
69,52,87,44,47
82,68,98,36,80
29,75,90,100,72
17,36,29,14,66
2,58,2,63,48
59,83,95,66,92
12,19,78,95,50
58,66,100,65,100
36,2,4,39,55
53,20,72,65,53
26,3,53,0,100
14,33,4,35,38
71,36,6,6,75
58,8,72,7,54
55,98,92,83,73
72,29,10,69,89
60,82,83,82,53
86,74,26,85,92
11,81,39,5,85
95,62,13,2,0
19,93,46,65,12
41,98,80,100,23
80,25,27,80,82
78,95,75,3,4
46,79,31,70,65
52,40,96,93,76
68,31,75,4,54
18,71,81,1,53
79,73,5,88,17
61,30,41,27,16
61,91,40,87,98
58,43,44,11,10
99,23,100,42,38
65,28,31,48,0
82,100,27,46,84
18,64,20,5,76
47,62,53,50,57
44,22,43,23,83
42,74,55,4,67
85,83,83,72,30
44,22,17,54,26
2,48,77,24,28
87,83,39,41,50
6,77,54,81,55
10,56,19,62,89
75,54,26,72,2
11,65,29,48,52
66,22,28,68,63
72,94,17,66,38
1,98,39,30,37
2,36,99,88,59
96,26,33,48,16
100,98,75,13,56
8,19,8,34,85
0,37,44,49,69
3,69,14,61,100
86,48,83,41,47
78,72,52,40,61
19,83,91,18,91
88,38,27,63,35
36,33,29,50,3
86,41,51,17,87
76,87,1,64,64
2,78,59,59,8
55,48,46,98,35
0,87,32,79,37
51,22,12,64,99
22,53,39,64,79
70,70,80,93,3
39,32,2,88,67
71,41,16,40,19
80,1,21,71,51
97,82,64,55,38
25,72,61,4,10
40,78,46,91,45
35,77,56,64,66
57,39,1,91,60
81,56,37,47,23
9,53,77,19,87
61,16,37,14,80
46,96,50,42,75
44,44,1,93,64
33,76,97,52,54
98,85,24,75,37
39,26,29,39,98
95,67,42,96,9
46,63,66,83,34
26,23,15,87,19
53,60,37,96,34
51,79,76,14,90
90,50,0,20,76
23,25,27,51,78
79,46,58,52,57
87,77,77,34,70
29,59,92,90,61
27,14,63,20,68
30,99,35,30,6
42,81,60,65,83
96,1,90,17,91
73,67,94,47,77
92,47,57,6,66
19,62,80,50,90
70,85,17,97,1
0,74,76,9,28
86,14,85,91,76
17,7,93,5,75
16,58,94,40,52
38,89,32,49,73
77,18,40,94,100
32,60,62,91,23
31,16,70,63,38
33,43,72,86,19
60,74,76,34,92
88,58,61,67,48
56,18,70,76,46
11,0,16,97,49
10,73,57,77,97
47,75,14,52,93
67,14,55,42,44
14,84,77,94,75
99,12,15,46,44
65,7,44,77,15
89,8,7,13,41
96,82,15,97,9
29,33,95,18,3
19,96,22,77,7
68,90,41,93,77
99,22,28,83,81
55,57,51,75,37
37,39,35,90,44
29,90,7,6,47
58,7,62,71,40
21,25,51,3,18
71,66,37,29,12
16,15,82,73,35
61,77,79,46,90
26,84,27,24,73
22,37,19,42,98
5,53,61,60,46
99,53,49,75,51
37,7,8,92,24
50,17,43,10,86
93,82,50,52,12
27,71,49,14,75
79,64,44,0,88
77,32,3,58,13
63,72,87,100,50
66,20,86,60,34
8,82,17,69,55
38,54,100,28,14
100,26,4,19,9
46,74,19,99,19
64,67,36,8,99
54,95,81,96,79
85,97,2,15,52
3,4,81,30,27
79,6,34,60,0
87,96,37,19,3
71,100,71,25,51
36,87,22,6,31
95,79,64,28,23
61,18,78,27,97
79,79,85,24,54
43,73,59,26,95
62,84,21,35,9
79,4,65,7,54
84,6,85,68,24
10,93,73,17,0
16,38,40,1,33
95,66,16,67,37
18,81,17,23,54
24,36,75,94,1
68,7,6,29,88
61,19,73,97,6
30,75,55,25,72
9,1,60,84,76
53,34,62,90,28
73,46,89,44,26
67,13,32,39,78
82,50,24,96,100
25,86,9,52,31
71,52,26,31,69
57,47,26,32,90
65,96,34,46,99
6,24,75,13,8
80,6,96,42,5
100,2,19,35,16
98,29,12,35,39
22,65,31,84,99
73,41,82,58,43
90,45,16,48,52
4,67,12,94,90
44,46,75,69,3
63,5,63,63,10
24,13,97,37,9
62,14,19,54,75
55,61,73,12,5
76,12,17,67,98
52,57,46,92,81
48,10,54,9,63
92,60,0,78,39
9,77,35,44,19
61,2,56,91,62
54,93,33,37,4
46,81,7,37,40
43,34,80,44,7
47,4,22,88,54
8,39,37,33,85
37,66,35,82,58
24,10,69,91,10
70,68,69,6,31
51,7,13,47,67
14,83,13,86,73
78,75,74,31,50
75,8,56,70,38
92,47,80,18,12
85,56,60,76,92
3,94,55,76,5
83,7,68,2,100
46,17,57,2,47
73,2,50,78,18
70,33,59,33,42
58,87,95,30,41
32,29,6,42,29
83,88,50,56,54
94,28,93,94,29
27,100,51,56,32
50,11,5,18,63
71,98,5,90,53
66,11,88,47,83
13,36,93,71,47
22,4,29,72,4
50,67,13,42,20
61,78,37,93,85
45,92,1,35,16
43,69,25,37,25
7,86,26,100,65
7,87,34,60,19
68,45,19,94,51
89,28,8,97,41
47,88,7,30,8
15,75,57,88,97
5,79,63,57,46
38,75,36,80,22
42,11,39,4,63
1,29,86,83,81
85,10,22,14,93
57,25,79,85,80
12,65,3,0,99
91,66,16,12,34
1,0,42,5,98
41,47,76,24,33
28,10,2,79,94
38,50,43,13,61
20,28,5,41,37
52,37,94,3,26
35,29,28,62,94
100,67,55,30,40
22,63,54,67,14
97,59,97,75,23
27,70,26,39,99
1,34,77,1,55
13,35,24,68,10
2,95,63,100,38
96,40,72,74,74
7,91,83,50,89
94,74,59,51,93
67,13,52,3,91
97,90,59,66,43
64,63,40,92,22
27,72,75,92,62
71,97,65,72,55
20,43,11,90,84
87,91,1,91,15
4,97,36,84,97
44,81,55,66,93
9,75,1,92,55
12,11,7,74,32
16,83,21,5,18
6,57,72,46,24
47,56,27,49,16
84,49,97,95,44
46,36,53,56,28
24,50,9,56,88
6,12,75,20,84
30,54,10,24,94
32,38,81,59,4
96,23,34,62,61
73,80,11,89,46
38,54,42,61,81
12,27,9,98,16
29,17,56,90,82
4,13,76,96,77
20,89,42,37,0
2,92,85,5,55
87,9,46,62,25
53,34,56,45,36
23,11,21,32,21
13,65,79,8,79
20,75,92,40,57
86,73,79,17,45
83,36,86,17,52
4,76,80,4,87
37,28,33,14,17
84,29,59,10,54
14,62,76,88,16
92,7,75,9,7
50,16,13,55,28
73,40,78,34,90
54,58,73,99,11
76,8,70,49,42
45,51,67,39,49
91,38,32,45,70
86,67,1,99,31
99,50,81,94,100
67,46,66,52,25
66,66,86,0,10
3,99,9,54,93
19,62,97,45,100
53,65,4,72,97
11,15,17,48,42
4,7,96,11,61
49,16,66,10,29
40,10,73,24,12
26,94,30,62,37
44,50,31,23,5
72,60,98,28,71
88,70,5,26,65
46,53,65,62,44
31,49,4,20,20
10,11,86,10,74
48,64,31,84,81
85,33,77,80,9
20,77,97,71,63
62,9,40,16,5
22,8,70,24,54
71,11,88,95,25
66,10,25,83,14
31,70,95,96,49
35,31,90,32,69
31,11,81,57,85
32,5,53,6,37
76,12,94,8,0
95,22,65,66,95
24,62,77,79,24
76,45,11,100,26
12,39,26,82,0
31,56,96,26,1
13,93,82,35,64
81,44,91,55,83
48,48,75,39,76
76,88,11,99,2
57,64,51,39,39
5,27,51,28,19
50,78,33,63,0
63,25,21,31,96
91,57,93,20,30
67,2,26,46,83
69,65,31,31,77
53,56,10,93,40
100,5,8,37,64
44,75,45,18,44
53,30,46,25,56
0,71,63,41,21
88,38,77,81,17
49,82,76,83,37
21,58,98,37,18
56,61,7,25,63
76,31,82,59,77
38,69,80,79,86
3,88,88,41,11
43,40,25,36,1
75,12,39,61,90
85,1,56,13,31
10,14,76,16,78
11,8,27,78,52
17,57,56,27,11
47,52,21,54,54
32,35,20,79,100
44,32,98,82,41
52,68,7,61,84
10,68,23,72,65
79,61,58,19,87
11,87,59,93,39
32,98,62,60,10
59,0,20,15,41
55,72,27,33,39
90,82,61,13,49
25,48,74,62,10
54,62,92,32,69
74,55,21,22,34
24,5,5,18,70
100,81,4,63,30
51,38,86,96,98
61,13,23,38,76
8,42,77,2,44
3,41,83,98,20
38,54,58,95,68
94,2,30,83,77
3,58,30,44,75
62,42,28,41,83
92,10,22,48,5
34,11,97,87,51
92,99,35,68,87
42,90,34,27,88
99,93,18,74,51
99,69,77,85,78
86,35,26,57,4
73,62,68,28,9
58,81,51,76,69
1,92,8,32,23
4,40,72,38,17
25,94,76,89,60
45,2,1,20,9
15,69,77,87,66
64,100,30,30,79
65,8,30,30,77
49,87,9,4,95
62,97,3,15,2
84,99,32,48,57
67,76,18,52,98
86,10,4,33,65
49,7,3,43,47
60,46,42,64,54
27,41,62,3,42
26,65,54,54,71
51,35,90,98,68
49,51,13,70,59
78,23,11,14,15
15,86,61,63,57
51,89,33,58,85
16,30,18,80,54
55,65,44,33,11
67,84,100,30,7
87,6,31,47,69
36,2,25,76,51
66,76,34,14,65
66,72,63,57,81
6,58,84,61,5
32,70,39,27,8
19,77,70,37,20
28,4,99,64,68
67,4,66,66,87
36,40,24,42,13
57,11,59,18,62
46,82,69,6,21
20,65,82,52,11
72,96,7,1,14
32,14,40,77,8
50,92,4,51,52
27,55,30,85,99
60,4,3,67,73
47,36,78,99,57
64,10,46,2,3
49,79,1,85,56
92,54,6,70,22
54,97,6,73,13
46,51,64,43,10
37,89,68,40,15
12,55,27,52,70
55,80,1,79,54
19,83,2,83,12
63,18,57,86,87
22,61,35,36,30
50,82,49,44,99
13,66,98,100,69
66,52,80,19,4
95,86,16,13,99
5,71,93,63,4
53,10,16,28,91
13,27,17,54,62
78,95,66,44,64
55,87,78,100,93
87,47,48,25,28
26,46,23,81,83
2,89,61,68,5
66,2,86,67,21
84,4,47,13,82
94,61,48,54,49
40,9,90,64,47
40,80,44,86,97
56,55,13,50,35
39,100,72,17,67
58,91,81,38,29
96,23,76,73,1
34,59,8,19,65
32,52,88,2,93
84,56,59,82,56
67,3,46,70,93
33,67,90,34,29
65,5,42,49,76
74,71,59,18,28
97,26,81,3,26
64,2,10,100,29
72,55,68,7,33
71,84,52,79,66
35,82,6,76,5
93,66,71,80,18
40,39,68,58,16
39,91,25,8,30
83,76,27,2,19
39,47,90,53,65
47,62,29,58,10
95,47,32,60,70
29,55,26,50,15
0,92,8,11,46
87,63,49,76,55
71,54,34,4,24
50,6,22,63,32
9,15,3,87,74
59,12,26,80,23
89,52,7,77,34
12,20,85,13,23
32,73,18,66,80
47,90,84,12,100
54,0,51,30,51
17,14,43,26,60
70,17,95,1,65
38,8,43,56,30
46,21,60,22,23
2,95,86,46,20
24,92,78,11,19
81,97,6,33,54
57,50,76,94,63
70,57,80,88,7
51,20,84,13,63
95,37,97,58,1
97,97,50,93,83
70,6,60,46,98
96,2,34,25,33
90,45,55,17,19
66,92,84,88,77
60,89,25,9,36
99,39,6,27,81
81,93,96,19,31
21,76,84,95,84
63,17,20,63,90
32,72,73,100,19
14,38,58,12,56
38,38,3,57,2
100,15,20,100,19
64,28,72,56,86
100,11,54,74,0
88,46,74,18,50
83,14,79,78,78
48,75,26,6,37
59,9,49,29,93
46,24,99,24,40
9,59,32,11,56
59,28,87,38,48
39,3,80,55,26
92,45,51,27,99
35,65,75,39,20
78,30,54,79,46
30,5,80,57,74
87,75,99,18,95
99,8,85,90,87
97,70,56,62,21
88,93,75,46,45
2,9,96,52,64
6,14,81,93,69
46,47,99,3,69
93,81,3,44,34
29,8,51,66,20
33,15,61,21,85
15,32,16,2,56
5,76,21,52,38
79,99,0,72,42
23,72,17,46,95
100,37,59,97,58
97,35,54,44,35
70,0,67,82,89
30,57,36,35,83
87,36,9,37,41
95,40,36,72,50
54,91,43,39,95
38,98,55,72,57
2,99,55,60,69
36,79,24,83,94
5,62,41,25,11
77,70,71,84,94
30,5,23,96,7
37,49,64,87,64
2,64,71,13,0
63,5,22,40,78
85,53,100,9,61
12,70,98,25,28
25,76,73,61,94
62,93,53,40,32
61,65,71,81,57
23,39,58,33,74
21,45,31,29,57
91,14,28,79,46
13,38,49,12,58
67,44,90,99,39
92,10,9,59,19
100,68,95,2,94
43,28,26,56,24
94,28,84,61,3
77,57,68,86,74
5,59,98,6,46
53,57,32,46,17
82,31,83,17,60
36,53,69,91,49
100,61,15,86,11
98,0,47,64,89
37,67,41,66,78
39,61,87,39,20
48,67,12,14,88
6,36,47,7,100
44,32,47,37,40
51,78,96,5,11
49,63,59,85,34
31,19,86,23,8
77,70,33,99,0
37,99,73,59,34
41,65,48,5,56
79,27,41,70,60
6,17,40,41,16
93,54,10,82,30
44,86,81,44,86
18,77,26,53,92
35,49,78,54,77
17,67,12,45,64
62,4,85,17,46
54,5,96,44,34
91,11,99,14,26
25,90,88,76,0
0,35,57,85,20
91,50,52,77,14
100,41,26,30,25
35,99,95,59,29
29,97,47,69,74
44,84,37,20,24
77,100,43,46,92
14,49,19,71,40
96,72,52,74,41
95,54,58,1,22
93,15,57,70,15
53,4,10,40,39
42,34,30,65,16
69,28,2,81,39
5,4,28,29,25
76,29,93,47,35
60,59,90,67,86
52,62,93,39,90
52,79,78,26,64
72,63,37,12,93
55,14,62,62,84
36,72,97,47,79
46,44,95,89,86
43,72,14,79,57
42,84,29,73,28
34,63,18,76,26
71,44,80,57,81
27,46,50,60,61
76,47,75,27,6
21,29,76,78,44
64,87,43,26,47
96,86,99,98,67
5,94,10,6,16
79,0,28,4,31
37,27,10,4,59
98,74,38,50,17
13,6,25,7,52
32,72,81,46,23
66,21,18,20,75
4,82,70,10,99
35,29,24,26,36
62,6,5,22,70
99,37,28,78,6
95,69,1,49,61
81,14,25,3,40
76,96,49,94,16
40,12,100,45,24
61,44,58,80,32
92,53,35,45,27
23,2,51,70,77
20,19,66,44,28
9,64,25,3,64
24,90,75,80,37
98,81,74,96,100
91,4,86,59,72
68,37,45,80,99
36,33,33,94,88
0,17,50,15,1
65,95,11,11,42
23,82,49,71,43
21,85,4,12,34
70,43,60,44,13
14,93,29,13,72
55,13,30,54,78
26,14,41,35,42
29,11,34,100,42
59,42,35,51,98
44,23,25,11,4
92,23,21,100,71
98,92,23,4,2
65,16,52,49,81
51,92,67,72,47
99,10,44,4,8
35,25,37,73,43
45,66,93,9,99
65,8,0,8,43
75,90,4,21,75
51,21,40,3,20
41,10,88,57,55
41,78,31,58,11
46,67,97,80,85
12,37,84,50,41
74,19,32,43,76
99,0,26,40,77
11,71,93,44,91
48,51,44,99,60
30,55,12,21,89
74,7,85,4,99
97,6,25,36,61
63,2,91,7,70
30,97,13,100,28
99,49,89,41,60
26,99,55,63,95
54,98,85,40,73
20,50,63,72,18
24,60,65,21,36
44,63,44,72,70
30,89,72,53,3
72,23,87,2,49
85,0,46,70,69
81,42,11,97,5
88,33,59,31,73
29,66,33,58,25
16,85,18,77,26
2,44,51,12,83
71,84,86,23,43
57,29,98,63,83
98,13,5,14,79
42,67,3,66,65
24,79,23,40,54
32,8,64,96,39
54,18,50,74,75
20,21,15,36,90
64,2,79,0,0
60,52,60,26,40
21,63,79,42,23
86,26,40,4,16
14,68,22,55,34
5,81,22,1,59
39,75,87,71,29
44,93,7,10,44
0,40,72,96,99
69,46,78,11,45
29,71,17,80,70
28,18,10,36,72
48,21,62,7,3
93,66,7,57,56
36,47,49,83,42
98,76,29,66,94
75,33,75,96,3
36,99,74,36,62
24,85,90,18,99
56,89,0,1,41
39,65,51,17,34
89,35,42,64,60
65,63,57,46,79
3,92,13,93,49
42,40,5,17,27
86,99,1,54,27
22,50,95,30,100
98,8,59,42,78
52,43,7,45,95
31,76,16,78,18
47,92,82,89,47
49,2,25,63,17
69,86,41,38,45
45,66,95,55,87
7,11,73,10,57
68,36,39,32,85
65,91,25,20,19
27,56,37,28,26
3,78,2,78,88
40,56,24,99,36
18,97,56,31,8
31,90,87,39,25
43,7,96,96,17
94,92,82,74,26
24,25,49,11,10
60,73,69,95,57
37,88,75,42,10
63,28,89,72,42
78,64,31,12,43
100,4,78,0,85
41,28,45,59,16
94,98,78,25,58
48,52,3,19,87
66,83,42,47,44
95,83,22,42,17
69,45,87,93,77
91,93,1,3,55
20,6,94,65,23
44,24,89,84,58
84,55,62,59,66
36,87,94,92,31
57,21,5,25,73
5,83,8,76,82
71,39,81,56,54
68,39,13,61,42
71,86,85,54,75
90,79,76,99,6
30,9,44,22,5
96,84,46,94,15
96,54,53,35,59
12,98,28,95,16
98,94,37,81,94
82,100,94,5,14
50,94,69,25,64
1,53,82,85,57
12,16,26,41,91
91,20,64,100,50
52,4,68,88,10
77,16,85,95,39
94,59,87,71,31
47,77,31,54,89
34,88,19,21,29
70,11,10,81,47
28,27,75,26,6
78,1,71,30,10
99,84,21,37,33
92,84,15,56,85
43,3,64,30,85
56,54,22,17,38
22,67,95,40,62
49,92,30,5,47
61,13,9,37,53
18,4,80,78,88
21,81,34,64,83
62,43,20,76,64
86,1,38,87,94
31,84,87,87,70
47,74,82,46,20
58,77,24,39,61
64,12,45,47,42
96,9,10,97,94
35,81,61,38,96
25,84,9,100,23
1,81,94,39,47
75,72,57,90,39
92,19,10,71,70
20,59,69,52,17
90,95,44,74,30
29,11,48,90,9
2,7,72,81,7
36,11,50,100,55
67,87,58,10,59
33,41,31,71,51
82,70,98,42,9
12,83,19,50,72
86,86,92,5,68
0,69,95,89,42
47,19,78,76,93
36,29,77,65,20
51,58,58,50,79
84,5,53,30,40
97,40,66,97,33
3,10,39,88,52
13,36,37,30,86
20,93,90,86,3
17,27,44,68,0
38,59,68,34,66
74,6,66,59,47
10,58,33,70,76
9,41,12,82,16
8,8,3,53,85
31,71,58,11,86
11,48,50,21,100
85,31,87,74,10
77,39,20,11,38
13,26,89,93,38
88,72,52,7,37
19,88,60,65,69
11,70,31,77,58
29,92,29,21,43
20,89,22,61,17
96,89,88,85,5
83,81,10,78,3
39,43,73,4,54
99,91,68,79,79
72,26,36,81,44
53,42,69,29,62
16,52,35,7,22
47,59,64,6,94
33,71,28,40,36
14,10,36,5,70
14,93,42,9,55
52,75,59,60,65
15,35,36,46,78
25,65,84,98,87
86,86,16,28,81
32,64,45,57,94
42,54,10,52,14
26,30,33,28,6
82,32,51,37,55
7,4,24,30,62
99,13,1,78,40
91,11,64,97,59
14,62,25,71,32
71,95,14,21,10
41,5,67,83,28
46,94,76,86,82
39,0,60,86,61
5,96,67,98,49
64,46,20,25,6
27,65,18,10,64
1,73,25,1,56
30,8,28,65,99
0,70,75,36,8
60,95,57,46,100
78,89,3,47,40
27,100,11,21,38
61,42,58,22,7
23,30,27,96,40
35,16,100,32,29
31,88,43,11,63
28,2,59,17,28
64,16,43,5,23
31,77,29,87,56
54,71,68,49,8
54,72,50,48,45
39,60,39,67,86
16,41,47,17,29
17,35,37,0,80
68,91,45,86,16
47,79,77,8,80
75,45,21,93,11
7,49,20,20,59
78,15,59,9,48
11,78,92,49,11
57,23,5,5,51
84,85,43,27,18
100,37,81,71,79
8,89,99,74,15
88,62,97,87,98
60,45,78,74,64
23,84,38,26,45
31,81,69,34,37
9,29,57,48,93
26,25,78,58,35
40,88,6,20,38
99,78,78,67,63
49,73,84,2,88
91,98,9,44,29
19,11,51,78,47
90,94,55,55,6
26,18,76,93,98
54,36,93,12,56
37,26,10,31,13
37,66,1,41,22
19,69,46,12,19
36,64,88,88,70
58,54,62,76,34
70,45,92,38,57
50,44,54,35,43
54,34,66,29,15
57,67,100,76,49
17,59,13,99,75
26,78,37,88,1
23,31,40,67,97
67,38,86,86,39
85,92,66,76,77
52,58,37,6,73
56,11,5,69,58
84,95,9,57,99
86,43,44,44,60
77,54,66,75,1
63,7,77,96,42
17,34,94,40,16
34,33,96,26,95
91,35,12,35,32
37,16,68,98,53
48,1,95,88,100
1,84,70,89,51
58,8,34,48,8
55,20,77,46,84
12,74,26,89,46
94,93,56,93,85
76,26,13,70,49
37,44,6,78,32
11,8,87,22,85
88,46,21,33,36
1,48,19,33,3
69,58,68,92,95
96,62,79,22,34
25,0,69,48,37
96,54,58,42,86
29,70,12,87,50
50,13,78,43,46
35,62,45,20,55
19,50,97,52,0
87,59,8,35,10
0,0,20,14,26
0,10,49,32,18
8,96,77,98,77
33,89,29,60,3
72,87,13,80,71
64,3,20,5,90
4,33,26,55,87
74,3,25,83,67
40,34,62,97,45
65,14,0,69,14
6,44,51,54,59
5,68,55,0,79
22,14,45,36,73
2,94,52,46,63
40,49,94,89,15
70,68,18,38,63
12,53,14,42,53
77,37,9,56,15
22,94,6,6,23
58,27,0,3,95
17,79,61,68,31
65,50,74,56,65
2,94,43,21,2
89,46,7,86,92
2,48,75,62,53
47,15,9,81,25
92,22,64,45,17
60,65,89,82,37
66,22,78,67,53
33,1,27,21,57
15,30,19,42,33
93,35,36,46,40
58,77,98,46,3
51,98,94,34,63
33,97,13,2,19
73,39,69,76,93
96,25,35,69,46
20,34,21,52,98
69,94,78,11,0
58,78,35,64,60
82,79,60,26,0
53,14,69,69,76
90,25,58,20,74
92,47,56,4,29
55,79,25,33,38
69,89,47,85,96
92,22,13,51,41
47,95,83,6,67
91,70,93,63,1
26,44,16,84,57
34,67,0,77,9
55,32,32,4,97
15,4,53,23,20
24,48,30,54,72
27,73,78,56,42
84,58,35,8,0
83,97,61,13,17
32,44,63,32,83
23,94,6,77,8
29,86,56,62,90
58,50,53,13,43
2,73,90,18,75
11,2,11,17,21
57,99,25,35,56
1,23,9,46,28
62,10,27,88,80
98,43,76,9,64
74,54,58,54,13
73,85,71,85,0
70,83,68,73,36
14,52,96,19,88
3,92,94,14,19
11,94,96,63,11
76,57,86,99,64
74,51,72,1,23
95,2,76,65,98
100,72,27,35,39
65,65,50,34,22
72,98,71,39,38
98,12,63,3,41
68,7,96,97,24
69,8,92,100,25
72,66,45,96,69
52,50,65,21,67
62,12,79,92,38
69,63,84,15,44
11,23,79,95,10
99,69,56,15,59
33,59,94,25,80
8,38,42,5,52
100,44,48,27,44
50,30,49,77,80
24,13,66,44,7
23,67,59,29,73
40,51,51,70,55
100,28,84,4,32
44,67,66,44,28
81,93,13,86,97
55,100,52,79,33
70,28,74,19,32
16,96,28,41,79
63,33,46,34,4
68,5,90,2,40
1,7,51,88,49
95,59,2,82,32
15,1,1,39,98
66,50,45,89,93
34,38,11,64,79
35,97,11,35,72
28,64,12,64,58
23,21,65,46,17
57,69,44,56,72
2,40,29,87,83
50,77,29,43,28
97,64,3,1,14
16,44,29,76,50
66,70,11,47,0
61,5,27,14,56
17,36,51,54,95
42,8,6,70,15
23,75,9,62,10
14,14,42,74,53
5,76,8,46,44
33,31,43,60,58
68,63,38,80,35
96,69,67,19,60
49,50,0,47,79
33,77,40,89,58
92,12,47,4,85
96,38,26,31,50
71,52,24,13,61
93,58,95,13,39
88,84,18,25,9
45,37,97,30,18
2,13,28,65,5
54,91,4,49,71
59,25,10,28,85
54,44,56,72,83
49,21,83,25,29
9,29,66,6,54
76,17,61,99,50
33,58,20,86,7
12,90,33,90,6
48,33,47,63,46
14,72,34,25,15
16,87,24,76,39
9,85,66,3,63
51,6,71,81,67
73,56,64,85,85
73,7,30,74,93
11,11,100,7,67
38,97,76,48,91
94,68,11,43,8
30,88,83,92,79
29,18,75,27,48
9,42,96,32,97
64,38,49,44,37
23,56,16,66,2
33,10,53,21,4
65,10,25,94,5
86,46,61,64,40
5,65,0,57,24
13,32,7,28,2
1,33,45,8,25
81,13,78,3,56
13,60,73,6,48
95,6,61,23,77
87,85,2,76,25
40,19,47,20,14
89,7,51,99,25
26,34,81,85,15
92,72,30,66,91
13,29,97,60,0
82,90,13,47,22
45,97,64,91,32
91,30,78,72,39
47,13,92,73,25
83,59,8,14,21
89,49,31,57,51
86,25,15,68,66
40,50,21,84,98
97,72,80,64,49
31,79,80,5,24
88,61,55,22,51
70,22,24,81,63
98,89,50,54,40
31,24,69,54,85
88,74,58,89,80
9,64,8,68,15
74,54,32,20,11
4,20,91,71,8
28,50,76,6,69
5,28,41,1,83
70,48,63,10,71
39,85,57,79,26
6,82,67,33,70
6,65,42,19,80
60,17,60,29,100
10,78,66,19,45
19,76,52,88,69
69,14,69,45,37
81,30,85,41,78
54,64,58,87,20
52,96,72,11,49
64,72,0,27,42
90,5,28,10,94
63,82,46,30,0
69,74,55,76,34
76,21,78,57,45
76,23,17,91,28
87,28,62,75,59
53,98,23,70,36
40,21,14,18,14
94,6,83,75,68
96,12,63,82,10
78,81,16,9,40
3,38,30,26,67
29,42,38,79,89
